text,dateNotBefore,dateNotAfter,avgDate,period
"(Denn) zu lügen ist ihr Gemüse (?; oder: ihre Beschäftigung), (damit) es leicht sei ihrer Meinung nach.",-1939,-1760,-1850,New Kingdom
"Ein Opfer, das der König und Osiris, der Herr von Busiris, der große Gott, der Herr von Abydos, geben.",-1837,-1819,-1828,New Kingdom
"Horus Ninetjer, dem ewiglich Leben und Herrscherglück gegeben ist.",-2780,-2706,-2743,Old Kingdom
"Die Emporklimmenden kommen, die Emporklimmenden kommen.",-2375,-2345,-2360,Middle Kingdom
"Sei freundlich/freigebig, solange du existierst!",-1939,-1760,-1850,New Kingdom
"Du wirst die Achs führen, du wirst die Nicht-Untergehenden zufrieden stellen.",-2287,-2278,-2283,Middle Kingdom
Die Grenze deines Fußes ist die Grenze des Fußes der Götter.,-2287,-2278,-2283,Middle Kingdom
"""Deine Felder, (o) $jꜣd$-Stern, erschrecken vor dem Pfeiler der Sterne, denn sie haben den Pfeiler von $Knz.t$, den Stier des Himmels, gesehen.",-2375,-2345,-2360,Middle Kingdom
Das Gut des Isesi (Domäne): Re bestärkt Izezi (Domäne).,-2494,-2181,-2338,Middle Kingdom
(Titel:) Erfahrungswissen über ein Loch / eine Durchbohrung / einen Lochbruch in seiner $gmꜣ$-Schläfe (Jochbein- und Schläfenbereich).,-1580,-1539,-1560,Late Period
"Sich begeben war es, was seine Majestät tat, zu seinem Palast.",-1580,-1539,-1560,Late Period
Beeilt euch (wegen) dieses Stieres.,-2345,-2181,-2263,Middle Kingdom
"Bier, Pezen-Brot, Brot, Rind - zweitausend (Einheiten)",-2345,-2181,-2263,Middle Kingdom
"""Ich weiß nicht, wer mich in dieses Fremdland brachte, es war wie ein Gottesurteil!""",-1939,-1760,-1850,New Kingdom
"Deine Mutter kommt zu dir, Nut kommt zu dir, die Große Vereinigerin(?)/das Große Sieb(?), damit sie dich reinige, Pepi, damit sie dich schützend umfange, Pepi, damit sie verhindere, daß du Mangel leidest.",-2321,-2287,-2304,Middle Kingdom
"Herr der beiden Hörner, mit hoher Atef-Krone, Herr der Ehrfurcht, groß an Würde,",-1759,-1630,-1695,New Kingdom
"Man handelt in diesem Augenblick (, an dem ich spreche,) nicht mehr (?) für den, der gehandelt hat.",-1939,-1760,-1850,New Kingdom
Geschenk (für) den Königspalast (von) Hetep-Satet,-2800,-2650,-2725,Old Kingdom
"Ein Mann bleibt bestehen, (wenn) er sich nach der Maat richtet.",-1939,-1760,-1850,New Kingdom
"Von wem er wünscht, daß er lebe, der wird leben.",-2321,-2287,-2304,Middle Kingdom
"Seine Ehefrau, die Hofdame, Iuhet-ib.",-1572,-1569,-1571,Late Period
"""Mögest du dein Unheil sagen, sodass es (das Unheil) für dich vertrieben wird durch das, was du alles sagst"", für den Versorgten, den Siegler des Königs, den von seinem Herrn wahrhaft Geliebten, den von ihm Gelobten seiner Vorliebe, den General Intef, den Gerechtfertigten.",-2008,-1957,-1983,New Kingdom
"Er gehört zu dem, der gesehen wird; er ist es, der gesehen wird.",-2375,-2345,-2360,Middle Kingdom
Möge ich in deinem Gefolge sein vor den Versorgten.,-1939,-1630,-1785,New Kingdom
ihr werdet sie lieben wie Min.,-2278,-2184,-2231,Middle Kingdom
"Der Totenpriester Kai-chai, der Totenpriester Metju, der Totenpriester Tety, der Vorsteher des Leinenzeugs Mer-ki, der Totenpriester Tety, ein Umhang, der Totenpriester Kai-chai (und) der Inpu-hetepu, ein Siegler.",-2487,-2455,-2471,Middle Kingdom
Du bist der Sohn eines Großen.,-2278,-2184,-2231,Middle Kingdom
"Festige die Maat, (damit) deine Kinder leben werden!",-1939,-1760,-1850,New Kingdom
"Der Fürst, Bürgermeister und Einzige Freund, Neferseschemre.",-2345,-2323,-2334,Middle Kingdom
"In deinem Namen ""Der im Orion ist"".",-2375,-2345,-2360,Middle Kingdom
"Nimm dir den Ausfluß, der aus dir hervorgekommen ist; dein Herz wird dadurch nicht müde sein.",-2278,-2184,-2231,Middle Kingdom
"Einen Rinderschenkel übergeben durch den Sohn, der von ihm geliebt wird, Abkau.",-2065,-2016,-2041,New Kingdom
"Komm und sieh deinen Sohn, dem der (Gau) Großer Schwarzer dient, dem die $wrr.t$-Krone dient.",-2278,-2184,-2231,Middle Kingdom
"""Mögest du ausfließen, böser $bꜥꜥ$, in diesem deinem Namen $bꜥꜥ$, der das Herz herausreißt und die Knie dessen schwächt, in dem er verweilte.",-1818,-1630,-1724,New Kingdom
"Beißt er ab, wird er Pepi Neferkare (etwas) abgeben, schlürft er, wird er Pepi Neferkare (etwas) abgeben.",-2278,-2184,-2231,Middle Kingdom
"(Denn) man kann nicht wissen, was im Herzen ist.",-1939,-1760,-1850,New Kingdom
Dann musst du ihn folglich über/mit $jmr.w$-Verband(?) verbinden.,-1580,-1539,-1560,Late Period
"Versorgter beim großen Gott, dem Herrn des (schönen) Begräbnisses.",-2345,-2181,-2263,Middle Kingdom
"Osiris Neith, nimm dir das Horusauge, das er (Seth) herausgezogen hat.",-2278,-2184,-2231,Middle Kingdom
Ich bin schwer mit Elend beladen aus Mangel an einer Vertrauensperson.,-1939,-1760,-1850,New Kingdom
seine Nase werde von ihnen eingeschnürt/zusammengehalten(?).,-1580,-1539,-1560,Late Period
"Ist er lebensvoll, ist dieser Unas lebensvoll.",-2375,-2345,-2360,Middle Kingdom
"Einer, in dessen Herz das Wort (d.h. die Überlegung) nicht schläft.",-1837,-1819,-1828,New Kingdom
"Dein Brot ist $tʾ-wr$-Brot, dein Brot (kommt) aus der Halle.",-2278,-2184,-2231,Middle Kingdom
"Horus hat veranlaßt, daß du dir alle Götter in deinen Armen umfasst.",-2278,-2184,-2231,Middle Kingdom
Meister der königlichen Zimmerleute Henu-kai,-2842,-2800,-2821,Old Kingdom
Auf (den Platz von) jenem hast du dieses gelegt.,-1818,-1630,-1724,New Kingdom
Er wird nicht zugrunde gehen und dieser Unas wird nicht zugrunde gehen.,-2375,-2345,-2360,Middle Kingdom
(Und) Du hast die Zeugungskraft verloren!,-1939,-1760,-1850,New Kingdom
"Er möge wandeln auf den schönen Wegen, auf denen die durch Osiris Versorgten wandeln.",-2345,-2323,-2334,Middle Kingdom
"Siehe, du bist wesensgleich (?) mit der Waage.",-1939,-1760,-1850,New Kingdom
eine hohe $šmm.t$-Hitze kommt (ständig) aus ihr heraus;,-1580,-1539,-1560,Late Period
Horus hat sie dir abgeschnitten gebracht.,-2321,-2287,-2304,Middle Kingdom
"Seth hat Pepi Neferkare geholt, weil er ihn liebt, da Pepi Neferkare ihm seine Hoden gebracht hat.",-2278,-2184,-2231,Middle Kingdom
"Kaufvertrag des Königssohnes, Königssieglers und Vorstehers des Verarbeitungsbetriebes Sobeknacht, mit dem $ꜣṯw$ der ""Matrosen des Herschers"" Kebsi, Sohn des Wesirs Ii-meru (über das Amt) ""Bürgermeister von Elkab"".",-1617,-1610,-1614,Late Period
"Er ist gekommen, indem er für euch das Brot derer, die er dort antraf, bringt.",-2375,-2345,-2360,Middle Kingdom
"Tausend an Brot, tausend an Bier, tausend an Rind, tausend an Geflügel, tausend an weißer Säbelantilope, tausend an Gazellen, tausend an Alabastergefäßen, tausend an Kleidung, tausend an süßen Sachen.",-2414,-2375,-2395,Middle Kingdom
"Die hohen Beamten sorgen dafür, daß du (Sachen) erwirbst;",-1939,-1760,-1850,New Kingdom
"Osiris, wende dein Gesicht um und sieh auf diesen Unas, deinen Samen, der scharf aus dir hervorgekommen ist.",-2375,-2345,-2360,Middle Kingdom
Der Vorsteher des Leinenzeugs Seschem-nefer.,-2494,-2181,-2338,Middle Kingdom
"Da kam es, dass er beschenkte den obersten Vorlesepriester Djadjaemanch mit allem Guten.",-1580,-1539,-1560,Late Period
Der Opferbedarf möge für ihn gemacht werden.,-2345,-2181,-2263,Middle Kingdom
"So ist Unas: Unas ist Sia, der zur Rechten Res, $snk$-herzig, an der Spitze der Höhle des Nun.",-2375,-2345,-2360,Middle Kingdom
Gut des Ka des Horus Hetep-sechemui,-2800,-2780,-2790,Old Kingdom
"Wer-neb, gerechtfertigt, den In geboren hat.",-1939,-1760,-1850,New Kingdom
"Er fand Ruddedet, indem sie saß, wobei ihr Kopf auf ihrem Schoß war und ihr Herz traurig war über alle Maßen.",-1580,-1539,-1560,Late Period
Empfange deine Macht in Heliopolis!,-2375,-2345,-2360,Middle Kingdom
Die Mündung des Sees von Cheops (Domäne).,-2613,-2494,-2554,Middle Kingdom
"Weihrauch, Salböl, Feige(n), Wein, Waschgeschirr, Iwa-Fleischstück (Keule mit Knochen), Gänsebraten.",-2589,-2566,-2578,Middle Kingdom
Der Aufseher der Bauarbeiter und Aufseher der Totenpriester Ni-ka-Re.,-2494,-2345,-2420,Middle Kingdom
Der Schreiber der Urkunden des Königsakten in (dessen) Angesicht vom Palast Ni-su-Ptah,-2345,-2181,-2263,Middle Kingdom
Deine Rahen werden nicht brechen.,-1939,-1760,-1850,New Kingdom
"Zu betrügen, das schmälert (generell) die Gerechtigkeit.",-1939,-1760,-1850,New Kingdom
"Der Versorgte beim großen Gott, Versorgte bei Anubis, Herr der Nekropole, Versorgte bei Osiris, der an der Spitze von Busiris ist, Aufseher der Wab-Priester der (Pyramidenanlage) 'Horizont des Cheops' und Senior-Vorsteher der Schreiber Jha.",-2345,-2181,-2263,Middle Kingdom
und er wird sich nicht von dir entfernen.,-2278,-2184,-2231,Middle Kingdom
"Es ist (doch) so, daß dein Bedarf in deinem Haus ist.",-1939,-1760,-1850,New Kingdom
Seth ist mit seinem Ka gegangen.,-2278,-2184,-2231,Middle Kingdom
"Jemand ist zu seinem Ka gegangen: Osiris ist zu seinem Ka gegangen, Seth ist zu seinem Ka gegangen, Chenti-irti ist zu seinem Ka gegangen.",-2278,-2184,-2231,Middle Kingdom
Nun sagte er zu seinem Sohn:,-1939,-1760,-1850,New Kingdom
"(Denn) man kann nicht wissen, was als unangenehm empfunden wird (wörtl.: das Schlechte für das Herz wird nicht erkannt).",-1939,-1760,-1850,New Kingdom
Es wird sich nicht von dir trennen(?).,-2278,-2184,-2231,Middle Kingdom
Pepi Neferkare hat die Große (Uräusschlange) gesehen.,-2278,-2184,-2231,Middle Kingdom
"Sein ältester Sohn, der Siegler des Königs von Unterägypten, Gutsverwalter, einziger Freund (des Königs), großes Oberhaupt von Atfet, Liebling seines Herrn, der Versorgte durch Matit, Djau, sein Kosename ist  Schemai.",-2345,-2181,-2263,Middle Kingdom
"Ich pries (gab Lobpreis dem) Monthu, (während) seine Anhänger in Trauer waren um ihn.",-1939,-1760,-1850,New Kingdom
"Mechenti-en-irti, dein Hirt, der um deine Kälber ist, wird dich schützen.",-2321,-2287,-2304,Middle Kingdom
"Ein Totenopfer für ihn am Neujahrstag (Fest), Thot-Fest, Jahresanfang (ein Fest), Wag-Fest (Totenfest), Fest des Sokar, Großes Fest (ein Totenfest), Brand (ein Fest), Heraustreten des Min (Fest), Monatsfest des Sadj und jedem Fest, täglich, (dem) einzigen Freund (des Königs), Leiter der beiden Throne und Schützer Seschem-nefer.",-2494,-2181,-2338,Middle Kingdom
"Leben für dich, Brüllender, der (du) die Ba-Seelen frisst, der (du) gerecht richtest (oder: Richter der Maat);",-1759,-1630,-1695,New Kingdom
"(Glosse C:) Was (die Textstelle) ""seine beiden (Körper)-Seiten"" angeht:
das sind seine beiden $dp.t$-Flanken/Lenden(?).",-1580,-1539,-1560,Late Period
"Sei gegrüßt, Min-Horus, der Gefolgsmann(?), in Frieden!",-1649,-1629,-1639,Late Period
Der Verwalter des Königsvermögens Pen-meru.,-2345,-2181,-2263,Middle Kingdom
"(In dem Augenblick, wenn) das Verborgene/Geheimnis der Wahrheit gefunden werden wird, (da) wird die Lüge auf den Rücken (wörtl.: der Rücken der Lüge) zu Boden geworfen werden.",-1939,-1760,-1850,New Kingdom
"Unas ist ein Herr des Samens, der die Frauen ihren Männern wegnimmt, wohin auch immer er will, wann immer es ihn gelüstet.",-2375,-2345,-2360,Middle Kingdom
Der Wab-Priester des Königs und Priester des Cheops Ni-su-qed.,-2613,-2494,-2554,Middle Kingdom
"Es gibt keinen (jetzt noch) Törichten, den du unterrichtet hast.",-1939,-1760,-1850,New Kingdom
"Es gehört dem Oberdomänenvorsteher Rensi, dem Sohn des Meru.",-1939,-1760,-1850,New Kingdom
Kommt Horus etwa für mich wegen deines Phallus?,-1845,-1819,-1832,New Kingdom
"Der Gutsverwalter, einziger Freund (des Königs), Vorlesepriester, Vorsteher der Empfangshalle in den beiden Verwaltungen und Kammerdiener des Königs,",-2345,-2181,-2263,Middle Kingdom
"Sein ältester Sohn, sein täglich Geliebter, ein Versorgter bei seinem Herrn.",-2345,-2181,-2263,Middle Kingdom
"O Herr des Schweigens, mögest du mir doch meine Besitztümer (zurück)geben!",-1939,-1760,-1850,New Kingdom
"Pepi Neferkare, du bist der älteste Sohn des Schu.",-2278,-2184,-2231,Middle Kingdom
"Komm, es wird dir geopfert.",-2375,-2345,-2360,Middle Kingdom
"Er, Set-kai, möge bestattet sein in der Nekropole der westlichen Begräbnisstätte.",-2345,-2181,-2263,Middle Kingdom
Was ist deine Vollendung? (d.h. was bringt es dir? worauf möchtest du hinaus?),-1939,-1760,-1850,New Kingdom
"Ich hatte mich niedergelassen auf einer Insel des Kem-wer, (als) ein Anfall von Durst mich ereilte (""ein Fallen von Durst, es ereilte mich"").",-1939,-1760,-1850,New Kingdom
"Da schwieg der Oberdomänenvorsteher Rensi, Sohn des Meru.",-1939,-1760,-1850,New Kingdom
"Herr der Mächte im Tjenenet-Heiligtum,",-1759,-1630,-1695,New Kingdom
"Teti ekelt sich/speit aus (?), wenn er von den erbrechenerregenden(?) Dingen im Roten leckt.",-2345,-2323,-2334,Middle Kingdom
"Unas hat die Himmel vereint, indem Unas Macht hat über die südlichen und nördlichen Länder, (er) der Gott der früheren/(ihr) früheren Götter (?).",-2375,-2345,-2360,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der an der Spitze der Götterhalle ist, gibt:",-2414,-2375,-2395,Middle Kingdom
"(Wie groß ist der Herr für seine Stadt!) Wahrlich, ein kühler Raum ist er, der jedermann bis zum Tagesanbruch schlafen lässt!",-1837,-1819,-1828,New Kingdom
"""Was sind das für Gründe, derentwegen wir (weg)gegangen sind, ohne ein Wunder zu vollbringen für diese Kinder, so dass wir ihrem Vater berichten könnten, der veranlasst hat, dass wir kommen.""",-1580,-1539,-1560,Late Period
(Es) werden ihre beiden Augen mit den $jns.t$-Beinpartien von $gn.w$-Vögeln beräuchert.,-1845,-1773,-1809,New Kingdom
"(Aber) es ist der Gott, der seine Fähigkeit erschaffen hat.",-1939,-1760,-1850,New Kingdom
"Was für einen Gott bist du denn?""",-1939,-1760,-1850,New Kingdom
"Erhebe dich, Osiris Chontamenti, großer Gott, der aus der Nut hervorgekommen ist.",-1759,-1630,-1695,New Kingdom
Der Einzige Freund und Vorlesepriester Seschemnefer: Ein Totenopfer des Königs (für das) Grab.,-2345,-2323,-2334,Middle Kingdom
"Möge er das Fleisch des Ka dieses Unas und sein eigenes abwischen mit dem, was auf den Schultern des Re ist im Horizont, das er empfängt, wenn die Beiden Länder leuchten und er den Blick der Götter öffnet.",-2375,-2345,-2360,Middle Kingdom
Der Himmel wird nicht leer sein von dir in Ewigkeit.,-2278,-2184,-2231,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis gibt:",-2345,-2181,-2263,Middle Kingdom
Der Wab-Priester des Königs Kai-em-anch.,-2414,-2375,-2395,Middle Kingdom
Horus hat ihn für dich zurückgetrieben.,-2345,-2323,-2334,Middle Kingdom
Das Auswringen des großen Bettzeugs.,-2345,-2181,-2263,Middle Kingdom
Die Verwalterin des Königsvermögens Inti.,-2532,-2503,-2518,Middle Kingdom
"""Er ist aus der Reinigungsstätte gekommen.""",-2375,-2345,-2360,Middle Kingdom
"Mögest du doch auf Osiris hinab schauen, wie er den Achu gebietet.",-2375,-2345,-2360,Middle Kingdom
"Mögest du veranlassen, dass Nemti-em-za-ef Merenre am Fest des Horus festlich (gestimmt) ist/feiert.",-2287,-2278,-2283,Middle Kingdom
"Ein Totenopfer für ihn in der Nekropole, in der westlichen Wüste, wohlgefällig für den Osiris, dem Herrn von Busiris.",-2345,-2323,-2334,Middle Kingdom
Sei nicht fern von ihm in deinem Namen 'Zum Fernen (Himmel) Gehöriger'.,-2321,-2287,-2304,Middle Kingdom
"O Unas, der Arm deines Kas ist hinter dir.",-2375,-2345,-2360,Middle Kingdom
"(Denn) es gibt keinen, der (einfach so) loslegt, der Effizienz erzielen kann.",-1939,-1760,-1850,New Kingdom
Das Bringen eines Jungtieres der weißen Säbelantilope.,-2494,-2181,-2338,Middle Kingdom
"Die Nasen erstarren (vor Angst; wörtl.: werden kühl), (und zwar dann, wenn) er in Zorn gerät (wörtl. vielleicht: wenn er fern vom Zorn ist).",-1818,-1773,-1796,New Kingdom
"Meine Majestät hat nämlich veranlasst, dass angefertigt werde eine Statue meiner Majestät an dieser Grenze, die meine Majestät festgesetzt hat, 
damit ihr standhaft seid an ihr, 
damit ihr um sie kämpft.",-1837,-1819,-1828,New Kingdom
Du bist größer/älter als er: Du bist vor ihm hervorgekommen und dein Wesen/deine Art ist vor ihm.,-2287,-2278,-2283,Middle Kingdom
"Du wirst durch ihn Ach sein in seinem Namen 'Ach, der in der $ḏndr.w$-Barke ist'.",-2278,-2184,-2231,Middle Kingdom
"Da schwieg ihre Reihe, ohne zu rudern.",-1580,-1539,-1560,Late Period
"Der Fürst, Bürgermeister und Oberhaupt von El-Kab Neferseschemre.",-2345,-2323,-2334,Middle Kingdom
"und so war es in seiner Hand, (als) ein Krokodil aus Wachs.",-1580,-1539,-1560,Late Period
Deine Mutter soll gegen dich herauskommen!,-1980,-1939,-1960,New Kingdom
"Schließ doch deine Arme um ihn, um ihn herum, so daß seine Knochen sich dehnen(?) und sein Herz groß wird.",-2345,-2323,-2334,Middle Kingdom
Sein Arm/sein Dokument möge ergriffen werden seitens des Gottes.,-2345,-2323,-2334,Middle Kingdom
"""O Oberdomänenvorsteher, mein Herr, 
ein Herr (?), der das Unrecht verringert (?), ist (?) einer, der die Gerechtigkeit zu Stande bringt.",-1939,-1760,-1850,New Kingdom
Es ist kein Herausgegangenes aus eurem (eigenen) Begräbnis!,-1759,-1630,-1695,New Kingdom
"Osiris Neith, nimm dir das Horusauge und verhüte, daß er deswegen leidet.",-2278,-2184,-2231,Middle Kingdom
"Nut, die Große, hat ihre Arme für Unas entblößt.",-2375,-2345,-2360,Middle Kingdom
Du bist größer/älter als er: Du bist vor ihm hervorgekommen und dein Wesen/deine Art ist vor ihm.,-2278,-2184,-2231,Middle Kingdom
"(Glosse H:) Was (die Textstelle) ""Kasten seines Kopfes"" angeht:
das ist der mittlere/innere Bereich seines Scheitels in der Nähe seines Gekröses (d.h. seines Gehirns).",-1580,-1539,-1560,Late Period
"(indem) er aus seinen Nasenlöchern/Nasenhöhlen und seinen Ohren blutet (wörtl.: Blut gibt),",-1580,-1539,-1560,Late Period
Der Diener des Königs Neferseschemre.,-2345,-2323,-2334,Middle Kingdom
"Siegler des Königs von Unterägypten, Rechnungsbeamter, Meister der Zimmerleute Sen",-2886,-2842,-2864,Old Kingdom
Ich vereinte die Erde mit dem Himmel.,-1939,-1630,-1785,New Kingdom
Der Platz des Ruhigen ist geräumig.,-1939,-1760,-1850,New Kingdom
Es wurde mir eine Pyramide aus Stein gebaut inmitten der Pyramiden.,-1939,-1760,-1850,New Kingdom
"Fassen sie, (so) geben sie ihm, ergreifen sie, (so) geben sie ihm Gerste und Emmer, Brot und Bier.",-2375,-2345,-2360,Middle Kingdom
Der Totenpriester und Erzarbeiter Kai-em-anch.,-2494,-2345,-2420,Middle Kingdom
"Seine Frau, die er liebt, die Versorgte durch den Großen Gott, Chentjtkaues, ihr Name ist Jti.",-2345,-2323,-2334,Middle Kingdom
"Herr der Ehrfurcht auf Den-beiden-Hügeln, groß an Schrecken in Rosetau,",-1759,-1630,-1695,New Kingdom
(Titel:) Erfahrungswissen über eine $sḥm$-Stauchung/Quetschung an einem Wirbel seines Halses.,-1580,-1539,-1560,Late Period
"Sein Sohn, sein Geliebter, der einzige Freund (des Königs) Idi.",-2345,-2181,-2263,Middle Kingdom
Das Gute hat sich zum Schlechten gewandelt.,-1939,-1760,-1850,New Kingdom
"Man möge ihm befehlen, es zu erstatten, (so daß) er es erstatten wird.""",-1939,-1760,-1850,New Kingdom
"ich werde euch hören lassen (oder: indem ich euch hören lassen werde),",-1818,-1773,-1796,New Kingdom
"Du hast (auch) nicht in der Ratsversammlung der hohen Beamten angeklagt, (so daß) man deiner Aussage entgegentreten müßte!",-1939,-1760,-1850,New Kingdom
(und) jedermann greift (sich) die Habe seines Nächsten.,-1939,-1760,-1850,New Kingdom
